ticker,mean_volume,median_volum
QIE.TO,1548.2466281310212,300.0
ENB.PR.C.TO,1545.036866359447,200.0
CAGS.TO,1538.158273381295,149.0
XMS.TO,1527.352288488211,225.0
TXF.B.TO,1526.1105121293801,218.0
XDGH.TO,1516.5839243498817,385.0
PINV.TO,1515.506726457399,0.0
HTA.U.TO,1506.415274463007,0.0
NPI.PR.B.TO,1505.9566236811254,500.0
PXS.TO,1505.1525773195876,100.0
HFY.U.TO,1485.6370757180157,0.0
KILO.TO,1465.4050632911392,0.0
FCLH.TO,1455.5238095238096,0.0
BANK.TO,1428.8917197452229,100.0
TEV.WT.TO,1414.4353741496598,109.0
GRP.PR.A.TO,1406.1788268955652,400.0
AYM.TO,1405.0035756853397,0.0
NEW.PR.D.TO,1394.2771084337348,0.0
VB.PR.A.TO,1386.7251798561151,100.0
VLB.TO,1382.8830409356726,315.0
FSF.TO,1353.2995780590718,50.0
MINT.TO,1353.2296137339056,339.5
GWO.PR.O.TO,1342.8582278481013,300.0
STPL.TO,1340.5074309978768,40.0
PPR.WT.TO,1338.818565400844,0.0
FFH.PR.J.TO,1337.73417721519,600.0
FHI.TO,1326.3295454545455,0.0
ZIC.U.TO,1320.013486176669,30.0
FLEM.TO,1312.2862453531598,100.0
BAM.PR.S.TO,1306.3182503770738,225.0
BPO.PR.W.TO,1295.2482853223594,200.0
ZGB.TO,1293.4650205761318,0.0
RWU.TO,1289.4639746634996,10.0
ZDY.U.TO,1288.9035738368173,289.0
BPO.PR.Y.TO,1277.008230452675,0.0
HGGG.TO,1275.6785714285713,670.0
PMTS.TO,1272.4238488783944,300.0
BAM.PR.E.TO,1268.9515968063872,500.0
FHH.TO,1250.039704524469,115.0
RUBY.TO,1244.6,193.0
QEM.TO,1235.795761078998,231.0
FIG.U.TO,1233.62,0.0
GCT.TO,1231.1062717770035,2.0
TTP.TO,1229.7544581618656,400.0
ZPW.U.TO,1222.5345622119817,70.0
FHQ.TO,1214.601108033241,207.0
FLRM.TO,1210.4587155963302,100.0
HII.TO,1204.8354430379748,200.0
HUBL.TO,1188.4318181818182,428.0
FLGA.TO,1184.892857142857,0.0
HSE.PR.B.TO,1183.6758241758241,200.0
SBN.PR.A.TO,1181.7784431137725,0.0
RQH.TO,1174.0444563470808,113.0
CAGG.TO,1162.851318944844,335.0
PIN.TO,1142.7848285922685,51.0
PHW.TO,1142.606846473029,50.0
MPC.TO,1134.5295808383235,100.0
TRP.PR.I.TO,1129.7971391417425,261.0
MPCF.TO,1117.4171974522294,142.5
HGR.TO,1103.0765550239234,17.0
BMO.PR.A.TO,1099.0208,200.0
SYLD.TO,1082.1255605381166,0.0
WFC.TO,1067.3628381585193,100.0
PUD.TO,1059.750469043152,93.5
FCUL.TO,1045.7142857142858,129.0
DANC.TO,1043.1904761904761,200.0
VSG.TO,1043.037037037037,2.0
EARN.TO,1023.8115942028985,0.0
HBG.U.TO,1023.1253263707572,100.0
HXT.U.TO,1020.4689863842663,0.0
HXF.TO,996.8306451612904,58.0
HGM.TO,979.5222348916761,0.0
RAV.UN.TO,974.9197368421053,0.0
RXE.TO,972.1537467700258,0.0
DXF.TO,969.3541076487252,42.0
PDIV.TO,967.0416666666666,2.0
PHE.B.TO,964.3107438016528,100.0
BPO.PR.S.TO,961.5216666666666,200.0
BPO.PR.X.TO,954.0356652949246,100.0
RQI.TO,950.4752970606629,72.0
NREA.TO,947.4,379.5
ELF.TO,947.3914272256242,200.0
IFC.PR.D.TO,945.5657237936772,300.0
GCG.TO,928.1074465343984,0.0
RUE.TO,926.3757894736842,95.0
VCB.TO,925.6608187134503,60.0
DGR.TO,925.624427480916,66.0
FHC.TO,924.1837488457987,0.0
ZJO.TO,918.7377272727273,330.5
QCD.TO,916.102119460501,198.0
ONEB.TO,907.5652173913044,39.5
MCSB.TO,898.6974522292994,0.0
BPS.PR.C.TO,891.0237288135593,0.0
PSU.U.TO,880.1673306772908,40.0
DQD.TO,861.363358778626,86.0
CALL.TO,855.8475073313783,0.0
PBI.TO,854.9371900826446,125.0
ELV.TO,848.8946428571429,123.5
QCN.TO,846.8455882352941,100.0
BEK.B.TO,845.2249388753056,0.0
WCM.A.TO,840.9595345146787,0.0
ZUP.U.TO,838.2172211350294,0.0
FQC.TO,834.328125,71.0
CES.B.TO,831.6955252918287,0.0
CED.TO,830.3881322957199,60.0
CAPS.U.TO,828.2608695652174,0.0
GMP.PR.C.TO,825.9298486932599,100.0
ZFS.L.TO,819.6555772994129,0.0
FCCQ.TO,806.7142857142857,0.0
RUD.U.TO,799.2433697347894,100.0
JAPN.B.TO,797.6043165467626,0.0
MIVG.TO,796.9808917197453,0.0
QAH.TO,795.2788104089219,0.0
MINT.B.TO,794.9763948497854,29.0
DXC.TO,794.3084291187739,106.0
BLCK.TO,792.2683982683983,0.0
ZCS.L.TO,786.2876712328767,0.0
SLF.PR.K.TO,785.0898502495841,15.0
VIDY.TO,762.1788617886178,400.0
FN.PR.B.TO,756.6740027510316,0.0
OLY.TO,749.3693430656934,400.0
QCE.TO,745.7610294117648,0.0
FST.A.TO,744.063492063492,200.0
PDV.PR.A.TO,732.2200598802395,0.0
ZCON.TO,730.4,552.0
TXT.PR.A.TO,730.2619760479042,180.5
FUD.TO,726.2912353347136,40.0
PXG.TO,723.2783505154639,0.0
DISC.TO,722.5817409766454,0.0
CCZ.PR.A.TO,718.5578947368421,0.0
RUEH.TO,716.8863157894737,1.5
HCN.TO,715.197956577267,120.0
EVT.TO,712.0037252619325,200.0
HEUR.TO,710.922131147541,0.0
USB.U.TO,710.2359063313096,0.0
IQD.TO,709.9160305343512,0.0
BKL.U.TO,706.3571428571429,0.0
DCC.TO,703.6863157894737,0.0
RQJ.TO,701.528735632184,0.0
BPS.PR.U.TO,692.9008474576272,0.0
PZW.TO,691.0230607966457,35.0
FDV.TO,690.5996425379803,65.0
CCL.A.TO,671.9952606635071,0.0
DCP.TO,669.858947368421,260.0
CACB.TO,664.304347826087,100.0
XMY.TO,660.7239944521498,35.0
MULC.B.TO,660.0622317596567,0.0
FHQ.F.TO,659.4006622516556,0.0
ZVU.TO,657.9505813953489,0.0
FBE.TO,650.157980456026,0.0
RWC.TO,634.8346581875994,0.0
RUBH.TO,626.2974358974359,0.0
ZHP.TO,620.7142857142857,97.0
RGRE.TO,612.9555555555555,0.0
HXDM.U.TO,611.6968838526913,0.0
The.TO,611.4951989026063,10.0
BGU.TO,610.0553359683795,35.0
JE.PR.U.TO,609.8897637795276,0.0
REIT.TO,608.6675824175824,67.5
PUD.B.TO,607.124765478424,0.0
CAPS.TO,601.6129032258065,0.0
EHE.B.TO,601.139896373057,0.0
HTH.TO,594.7783251231527,0.0
TPX.A.TO,590.16961362148,0.0
PBI.B.TO,587.0046168051708,0.0
RQL.TO,581.3982300884956,0.0
VB.PR.B.TO,580.1985611510792,0.0
RBOT.U.TO,578.8058252427185,0.0
RIE.TO,574.6842105263158,4.0
FHE.TO,572.5918744228993,0.0
TUSB.TO,560.0579710144928,0.0
QBB.TO,557.7249070631971,0.0
FCCL.TO,554.1904761904761,0.0
RGRE.U.TO,547.9376391982182,0.0
CES.TO,543.6887159533073,30.0
VLQ.TO,543.2089552238806,101.0
RQK.TO,541.9014778325123,0.0
RCE.TO,540.1842105263158,30.0
DXO.TO,521.2873563218391,0.0
SFIX.TO,515.2486486486487,0.0
FHF.TO,510.33240997229916,0.0
HTB.U.TO,502.9753593429158,0.0
LGT.A.TO,502.74322916666665,0.0
PZC.TO,496.0927835051546,0.0
FLB.TO,488.41870503597124,0.0
TUSB.U.TO,487.463768115942,0.0
RIEH.TO,483.4873684210526,0.0
BPS.PR.A.TO,480.1949152542373,69.0
DII.A.TO,472.45586540677573,101.0
RUSB.U.TO,466.5,0.0
HXQ.U.TO,465.66946778711485,0.0
HEMB.TO,456.5673758865248,200.0
LDGR.TO,455.50467289719626,0.0
BPS.PR.B.TO,455.2872881355932,0.0
ZJN.TO,450.9263970922308,110.0
CTC.TO,450.6777727065267,300.0
ZCB.TO,443.97278911564626,0.0
CMCE.TO,442.39130434782606,100.0
FLSL.TO,441.5,50.0
VGV.TO,432.53411306042887,0.0
RPD.U.TO,431.83838383838383,0.0
ALB.PR.C.TO,416.6830892143808,0.0
FHG.TO,414.7876269621422,0.0
SEC.TO,409.01286426883695,0.0
LIFE.TO,406.5479041916168,0.0
MUMC.TO,399.54935622317595,0.0
ULV.C.TO,396.44208494208493,0.0
FDE.TO,395.3492063492063,2.0
JAPN.TO,389.47482014388487,0.0
RBDI.TO,383.0,0.0
BSC.PR.C.TO,380.0896391152503,0.0
QUIG.TO,373.7918215613383,0.0
CYBR.B.TO,370.33798882681566,24.0
UMI.TO,370.11484593837537,100.0
MCLC.TO,368.8519313304721,0.0
BGC.TO,365.6403162055336,0.0
EGIF.TO,360.1875,0.0
NFAM.TO,356.8,315.0
QHY.TO,351.58088235294116,0.0
MUMC.B.TO,346.96781115879827,0.0
RUSB.TO,339.50887573964496,0.0
POW.PR.F.TO,336.0918163672655,0.0
THNK.TO,334.4579439252336,0.0
RXD.U.TO,333.67676767676767,0.0
LIFE.B.TO,331.1317365269461,0.0
HUL.U.TO,328.6211604095563,0.0
CORP.TO,327.21824104234526,0.0
GOGO.TO,320.68091168091166,0.0
FHC.F.TO,309.15562913907286,0.0
FHD.TO,308.196675900277,0.0
ZGSB.TO,307.6666666666667,0.0
EMV.B.TO,304.8095238095238,0.0
PRA.TO,302.81268221574345,0.0
BGU.U.TO,299.4861660079051,0.0
ZPS.L.TO,296.8825831702544,0.0
DCG.TO,286.54105263157896,100.0
FCIQ.TO,281.3333333333333,0.0
ZVC.TO,278.25,0.0
BKCH.TO,274.4556213017751,55.0
MULC.TO,274.39270386266094,0.0
BDIV.TO,268.46590909090907,0.0
FSD.A.TO,261.9115734720416,0.0
HUBL.U.TO,254.52272727272728,0.0
RUBY.U.TO,253.7846153846154,0.0
CMUE.TO,246.2173913043478,0.0
CHNA.B.TO,242.0863309352518,0.0
ZSB.TO,241.95473251028807,0.0
CAPS.B.TO,240.11143695014664,0.0
LINK.TO,236.58196721311475,0.0
SCAD.TO,229.94054054054055,0.0
HERS.TO,221.89664804469274,0.0
FSR.TO,216.8139534883721,0.0
ETHI.TO,216.2948717948718,0.0
FHM.TO,212.18467220683286,0.0
RXE.U.TO,209.51679586563307,0.0
HID.TO,207.52213740458015,0.0
FCIL.TO,193.71428571428572,0.0
FHI.B.TO,191.7840909090909,0.0
EQL.U.TO,185.09139784946237,0.0
SUSA.TO,180.57837837837837,0.0
PZW.F.TO,174.53159851301115,0.0
APY.TO,173.14221556886227,0.0
RMBO.TO,160.44082840236686,0.0
SBND.TO,159.92307692307693,0.0
BPRF.TO,158.75,0.0
PXS.U.TO,155.64742268041238,0.0
WOMN.TO,152.95698924731184,0.0
FOUR.TO,152.68,15.0
SINT.TO,152.57297297297296,0.0
DRMC.TO,150.91176470588235,0.0
FLUI.TO,134.58673469387756,0.0
PXG.U.TO,130.5701030927835,0.0
PYF.U.TO,130.03389830508473,0.0
IQD.B.TO,127.80458015267176,0.0
FHU.TO,126.55309325946445,0.0
DRMU.TO,124.18627450980392,0.0
RIE.U.TO,121.91157894736843,0.0
RLD.TO,121.09689922480621,0.0
CJT.A.TO,120.45829195630586,0.0
CNU.TO,115.32648569332355,4.0
KILO.U.TO,114.43037974683544,0.0
EUR.A.TO,114.23659305993691,0.0
HADM.TO,103.2874617737003,0.0
DXZ.TO,101.8158640226629,0.0
RUE.U.TO,101.24315789473684,0.0
AKT.B.TO,98.01494102228047,0.0
RLE.TO,94.94315245478036,0.0
QSB.TO,90.70260223048327,0.0
HERS.B.TO,82.76815642458101,0.0
SPPP.TO,82.49640287769785,0.0
ULV.U.TO,78.8011583011583,0.0
FFH.U.TO,77.73652694610779,0.0
DCU.TO,77.3957894736842,0.0
QDX.TO,76.71691176470588,0.0
IGLB.TO,75.46511627906976,0.0
HCBB.TO,65.27312775330397,0.0
CMUE.F.TO,61.30434782608695,0.0
BFIN.TO,51.81818181818182,0.0
MUSC.TO,51.79099678456592,0.0
DRFC.TO,47.745098039215684,0.0
WCM.B.TO,47.16582513951634,0.0
MCSM.TO,39.633440514469456,0.0
DRFD.TO,39.3235294117647,0.0
POW.PR.E.TO,36.22355289421158,0.0
TIME.B.TO,31.671554252199414,0.0
CAFR.TO,26.08695652173913,0.0
DRCU.TO,18.431372549019606,0.0
FLBA.TO,17.981412639405203,0.0
QDXH.TO,5.5278810408921935,0.0
CJT.DB.D.TO,0,0
CRWN.DB.TO,0,0
FC.DB.J.TO,0,0
GCM.NT.U.TO,0,0
IVQ.DB.V.TO,0,0
RSI.DB.F.TO,0,0
TH.DB.U.TO,0,0
