Date,Open,High,Low,Adj. Close,Volume,Close
2/7/2000,9207.5,9207.5,9117.900391,9156,836870000,9156
2/8/2000,9302.200195,9309.400391,9241.900391,9300.799805,13260000,9300.799805
2/9/2000,9404,9427.900391,9255.200195,9255.200195,161320000,9255.200195
2/10/2000,9309.599609,9343,9269.799805,9321,8817940000,9321
2/11/2000,9295.5,9295.5,9150.900391,9156.700195,9768750000,9156.700195
2/14/2000,9301.400391,9314.5,9215.099609,9314.5,8305440000,9314.5
2/15/2000,9338.900391,9414.5,9239.5,9356.099609,20740000,9356.099609
2/16/2000,9295.599609,9496.099609,9295.599609,9428.599609,1576450000,9428.599609
2/17/2000,9531,9557.599609,9460.900391,9463.5,1898110000,9463.5
2/18/2000,9506.200195,9506.200195,9295.5,9295.5,9334290000,9295.5
2/21/2000,9295.5,9295.5,9228.900391,9231.200195,196910000,9231.200195
2/22/2000,9287.599609,9296.799805,9149.200195,9194.900391,9222350000,9194.900391
2/23/2000,9247.5,9336,9209.400391,9315,50610000,9315
2/24/2000,9391.700195,9391.700195,9212.700195,9214.200195,1174810000,9214.200195
2/25/2000,9193.700195,9232.700195,9133.200195,9141.200195,1576360000,9141.200195
2/28/2000,9199.200195,9223.400391,9051.299805,9223.400391,8102090000,9223.400391
2/29/2000,9338.400391,9338.400391,9129,9129,25010000,9129
3/1/2000,9317.900391,9451.599609,9304.799805,9411.599609,1156500000,9411.599609
3/2/2000,9446.900391,9542.400391,9446.900391,9516.099609,2477520000,9516.099609
3/3/2000,9573.099609,9573.099609,9462.900391,9462.900391,426510000,9462.900391
3/6/2000,9521.099609,9633.5,9521.099609,9580.900391,2086100000,9580.900391
3/7/2000,9595.700195,9662.099609,9394.200195,9425.5,7810000000,9425.5
3/8/2000,9414.900391,9415.900391,9277.400391,9281.099609,621980000,9281.099609
3/9/2000,9330.299805,9413.700195,9282.900391,9413.700195,9432350000,9413.700195
3/10/2000,9479.5,9554.700195,9478,9487.099609,8095990000,9487.099609
3/13/2000,9292.099609,9500.799805,9292.099609,9461.599609,6715870000,9461.599609
3/14/2000,9580,9580,9393.799805,9393.799805,4143940000,9393.799805
3/15/2000,9392.299805,9392.299805,9191.900391,9293.599609,1160730000,9293.599609
3/16/2000,9463.700195,9571.400391,9310.900391,9488,4556150000,9488
3/17/2000,9597.700195,9708.5,9528.799805,9528.799805,1666820000,9528.799805
3/20/2000,9689.200195,9707.900391,9550.599609,9568.299805,7254050000,9568.299805
3/21/2000,9500,9669.799805,9430.700195,9651.400391,7984260000,9651.400391
3/22/2000,9650.5,9881.700195,9620.700195,9871.599609,8629210000,9871.599609
3/23/2000,9923.400391,10057.79981,9878,9990.099609,9811770000,9990.099609
3/24/2000,10083.59961,10176.7002,10036.59961,10052.7002,7834340000,10052.7002
3/27/2000,10063.29981,10117.90039,10036.09961,10043,7002680000,10043
3/28/2000,10016.09961,10016.09961,9896.200195,9922.900391,8492470000,9922.900391
3/29/2000,9868.700195,9868.700195,9656.299805,9702.200195,9576450000,9702.200195
3/30/2000,9480.099609,9565.5,9280.5,9394,10425870000,9394
3/31/2000,9535.099609,9635.5,9390.599609,9462.400391,9116820000,9462.400391
4/3/2000,9520.700195,9520.700195,9350.799805,9374.700195,8876360000,9374.700195
4/4/2000,9323.099609,9354.099609,8690.900391,9141.799805,14563900000,9141.799805
4/5/2000,9075,9313.900391,8988.599609,9226.5,10308610000,9226.5
4/6/2000,9390.5,9491.200195,9363.599609,9441.299805,9537280000,9441.299805
4/7/2000,9584.599609,9640.099609,9465.200195,9465.200195,9435030000,9465.200195
4/10/2000,9633,9633,9460.599609,9460.900391,9846040000,9460.900391
4/11/2000,9259.700195,9456.299805,9259.700195,9358,9286980000,9358
4/12/2000,9368.099609,9368.099609,9047.700195,9047.700195,10778100000,9047.700195
4/13/2000,9003.700195,9150.900391,8965.299805,8965.400391,11570410000,8965.400391
4/14/2000,8783.5,8874.400391,8421.599609,8473.5,11078510000,8473.5
4/17/2000,8456.400391,8769.599609,8429.5,8769.599609,9066210000,8769.599609
4/18/2000,8832.599609,9069.5,8832.599609,9069.5,10377260000,9069.5
4/19/2000,9071.099609,9096.299805,8986.299805,9034,12285800000,9034
4/20/2000,9039.799805,9039.799805,8900.599609,8959.700195,7979890000,8959.700195
4/21/2000,null,null,null,null,null,null
4/24/2000,8834,8860.900391,8750.400391,8822.5,6288030000,8822.5
4/25/2000,8939,9132.900391,8939,9108.400391,8073630000,9108.400391
4/26/2000,9306.299805,9410.299805,9297.799805,9378,8454260000,9378
4/27/2000,9253.599609,9379.099609,9253.200195,9322.700195,7782440000,9322.700195
4/28/2000,9421.900391,9436.5,9344.400391,9347.599609,8383490000,9347.599609
5/1/2000,9399.099609,9539.099609,9399.099609,9527.299805,7802250000,9527.299805
5/2/2000,9486.299805,9554.400391,9482.099609,9510.299805,15647530000,9510.299805
5/3/2000,9450.900391,9468.900391,9291.299805,9291.299805,12796070000,9291.299805
5/4/2000,9343,9424.799805,9343,9414.099609,10422440000,9414.099609
5/5/2000,9433.799805,9597.299805,9433.799805,9597.299805,7276110000,9597.299805
5/8/2000,9459.5,9489.200195,9296.200195,9337.5,7890170000,9337.5
5/9/2000,9377.5,9377.5,9237.700195,9294.400391,10478170000,9294.400391
5/10/2000,9232.400391,9232.400391,9009.099609,9097.099609,11289880000,9097.099609
5/11/2000,9152.299805,9172.799805,9097.700195,9132.599609,9134370000,9132.599609
5/12/2000,9225.5,9290,9211.799805,9211.799805,7889660000,9211.799805
5/15/2000,9239.5,9281.900391,9200.700195,9281.900391,9386820000,9281.900391
5/16/2000,9418.299805,9582,9417.799805,9582,10663600000,9582
5/17/2000,9513.799805,9579.799805,9418.200195,9552.799805,10366340000,9552.799805
5/18/2000,9587.299805,9620.5,9530,9549.900391,10993080000,9549.900391
5/19/2000,9503.900391,9503.900391,9286.099609,9293.099609,8253990000,9293.099609
5/22/2000,null,null,null,null,null,null
5/23/2000,9247.599609,9247.599609,8986.599609,8986.599609,9013320000,8986.599609
5/24/2000,8947,9156.799805,8807.400391,9144.200195,13669720000,9144.200195
5/25/2000,9231.400391,9280.700195,9043.700195,9043.700195,11596010000,9043.700195
5/26/2000,9108.299805,9108.299805,8991.799805,9020.900391,8770980000,9020.900391
5/29/2000,9020.900391,9062.5,8999.900391,9060.099609,64080000,9060.099609
5/30/2000,9163,9359,9163,9344.099609,9827120000,9344.099609
5/31/2000,9329.799805,9407.299805,9252,9252,10545030000,9252
6/1/2000,9397.900391,9552.200195,9397.900391,9552.200195,8295310000,9552.200195
6/2/2000,9808.200195,9810.799805,9697.799805,9747.700195,11510790000,9747.700195
6/5/2000,9719.900391,9749.299805,9644,9679.700195,9429890000,9679.700195
6/6/2000,9629.700195,9678.400391,9579.200195,9609.900391,8755390000,9609.900391
6/7/2000,9551.599609,9588,9512.5,9557.700195,8950000000,9557.700195
6/8/2000,9586.599609,9654.799805,9555.599609,9652.400391,7699790000,9652.400391
6/9/2000,9726.599609,9736.200195,9702.599609,9728.799805,7748490000,9728.799805
6/12/2000,9835.099609,9835.099609,9767.400391,9819.599609,9557040000,9819.599609
6/13/2000,9843.700195,9883.299805,9799.5,9836.5,11790160000,9836.5
6/14/2000,9967.099609,10009.09961,9940.900391,9972.099609,9366370000,9972.099609
6/15/2000,9977.299805,10110.59961,9977.299805,10110.59961,9212940000,10110.59961
6/16/2000,10102.7002,10102.7002,10017.90039,10035.7002,8808680000,10035.7002
6/19/2000,10039.29981,10154.90039,10039.29981,10136.79981,9322770000,10136.79981
6/20/2000,10229.2002,10276.2002,10205.5,10239.90039,8123030000,10239.90039
6/21/2000,10150.59961,10246.29981,10150.59961,10197.29981,8444330000,10197.29981
6/22/2000,10191.40039,10220.2002,10029.90039,10064.5,8356900000,10064.5
6/23/2000,10060.29981,10099.5,10010.2002,10091.09961,8605520000,10091.09961
6/26/2000,10200.29981,10252.79981,10181.29981,10227.40039,6347370000,10227.40039
6/27/2000,10224.90039,10255,10124.59961,10165.5,9796880000,10165.5
6/28/2000,10209.09961,10279.90039,10209.09961,10231.29981,8091620000,10231.29981
6/29/2000,10160.09961,10160.09961,10087.59961,10111,7569960000,10111
6/30/2000,10196.29981,10310.09961,10184.7002,10195.5,5855770000,10195.5
7/3/2000,null,null,null,null,null,null
7/4/2000,10195.5,10362.2002,10195.5,10301.40039,55420000,10301.40039
7/5/2000,10323.40039,10366.40039,10303.29981,10323.79981,9582420000,10323.79981
7/6/2000,10310.40039,10310.40039,10153.09961,10242.59961,8616720000,10242.59961
7/7/2000,10287.79981,10380.29981,10287.79981,10380.29981,6765000000,10380.29981
7/10/2000,10354.2002,10380.7002,10235.40039,10235.40039,6804190000,10235.40039
7/11/2000,10303.29981,10387,10240.59961,10350.29981,8986560000,10350.29981
7/12/2000,10447,10572.90039,10443,10572.90039,7675790000,10572.90039
7/13/2000,10634.7002,10751,10608.2002,10679.29981,8841270000,10679.29981
7/14/2000,10807.09961,10814.7002,10778.79981,10778.79981,7220190000,10778.79981
7/17/2000,10850.79981,10873.5,10814.7002,10844.5,6262780000,10844.5
7/18/2000,10773.79981,10781.79981,10702.2002,10735.5,8044320000,10735.5
7/19/2000,10735.40039,10735.40039,10630,10633.2002,7761980000,10633.2002
7/20/2000,10727.59961,10826.90039,10727.59961,10740.79981,9894730000,10740.79981
7/21/2000,10728.79981,10858.59961,10723.59961,10842.09961,7322930000,10842.09961
7/24/2000,10927.59961,10983.29981,10731.7002,10783.5,6640460000,10783.5
7/25/2000,10872.7002,10886.59961,10732.59961,10867.09961,9204890000,10867.09961
7/26/2000,10931.90039,10955.79981,10890.29981,10916.09961,8338760000,10916.09961
7/27/2000,10792.40039,10803.79981,10695.2002,10696.2002,7501880000,10696.2002
7/28/2000,10705.90039,10705.90039,10343,10343,7071980000,10343
7/31/2000,10408.2002,10580.09961,10313.2002,10406.29981,7032530000,10406.29981
8/1/2000,10456.7002,10496.2002,10352.90039,10352.90039,7398870000,10352.90039
8/2/2000,10354.90039,10437.59961,10354.59961,10368.5,9080010000,10368.5
8/3/2000,10181.5,10425.29981,10181.5,10413.7002,7328040000,10413.7002
8/4/2000,10516.09961,10569.2002,10509.7002,10567.5,5230460000,10567.5
8/7/2000,null,null,null,null,null,null
8/8/2000,10764.29981,10858.7002,10764.29981,10858.7002,8165600000,10858.7002
8/9/2000,10973.5,10976.40039,10861.59961,10863,8231270000,10863
8/10/2000,10890,10948.5,10796.5,10796.5,7914080000,10796.5
8/11/2000,10785.59961,10813.7002,10709.59961,10788.79981,6256730000,10788.79981
8/14/2000,10792.29981,10999.09961,10783.59961,10999.09961,6216770000,10999.09961
8/15/2000,10985.79981,11060.59961,10985.79981,11032.29981,7983080000,11032.29981
8/16/2000,11059.2002,11110.79981,10993.29981,11031,9116440000,11031
8/17/2000,11066.2002,11133.40039,11047.09961,11098.2002,9991490000,11098.2002
8/18/2000,11192.40039,11196.90039,11133.79981,11133.79981,6473110000,11133.79981
8/21/2000,11116.7002,11147,11039.90039,11073.29981,6406470000,11073.29981
8/22/2000,11138.2002,11182.40039,11102.59961,11137.2002,8825350000,11137.2002
8/23/2000,11121,11146.7002,11100.5,11107.79981,10606510000,11107.79981
8/24/2000,11131.09961,11179,11126.5,11179,9709320000,11179
8/25/2000,11230.90039,11287.5,11222.90039,11246,8892850000,11246
8/28/2000,11258.5,11325.40039,11222.2002,11224.5,8830450000,11224.5
8/29/2000,11236,11241.5,11128.40039,11128.40039,9163840000,11128.40039
8/30/2000,11172.7002,11189.7002,11162.5,11173.59961,7569200000,11173.59961
8/31/2000,11212.2002,11308.40039,11200.79981,11247.90039,8343530000,11247.90039
9/1/2000,11375.40039,11400,11331.7002,11388.79981,5857360000,11388.79981
9/4/2000,null,null,null,null,null,null
9/5/2000,11402,11402,11324.40039,11328.2002,7819790000,11328.2002
9/6/2000,11312.29981,11317.29981,11135,11150.7002,10780790000,11150.7002
9/7/2000,11205,11205,10980.29981,11061.59961,11685890000,11061.59961
9/8/2000,11020,11020,10799.09961,10819.79981,8818260000,10819.79981
9/11/2000,10733.40039,10927,10660.90039,10682.09961,7629720000,10682.09961
9/12/2000,10686.09961,10763,10557,10557,10551940000,10557
9/13/2000,10579.29981,10794.40039,10579.29981,10749.59961,8709200000,10749.59961
9/14/2000,10923.5,11078.09961,10923.5,11078.09961,10596420000,11078.09961
9/15/2000,11048,11128.79981,11016,11063.59961,9007070000,11063.59961
9/18/2000,11018.40039,11032.09961,10782,10782,7894790000,10782
9/19/2000,10801.79981,10927.79981,10782.40039,10914.5,8973560000,10914.5
9/20/2000,10927.2002,10927.2002,10766.2002,10813.09961,9997040000,10813.09961
9/21/2000,10665.29981,10665.29981,10541.09961,10601,9373230000,10601
9/22/2000,10427.5,10588.29981,10427.5,10566,6949000000,10566
9/25/2000,10758.79981,10790,10553.59961,10631,7647900000,10631
9/26/2000,10611.09961,10664.40039,10478.59961,10478.59961,9373350000,10478.59961
9/27/2000,10549.5,10549.5,10213,10250,8891260000,10250
9/28/2000,10234.59961,10501.40039,10203,10431.90039,7841490000,10431.90039
9/29/2000,10398,10469.29981,10366,10377.90039,6866820000,10377.90039
10/2/2000,10491.7002,10570,10442.79981,10442.79981,8596400000,10442.79981
10/3/2000,10589.29981,10635.90039,10456.40039,10456.40039,11579080000,10456.40039
10/4/2000,10421.5,10544.09961,10343.29981,10524.7002,9237730000,10524.7002
10/5/2000,10571.2002,10701.5,10571.2002,10701.40039,13431990000,10701.40039
10/6/2000,10690.09961,10690.09961,10367.59961,10432.5,10781210000,10432.5
10/9/2000,null,null,null,null,null,null
10/10/2000,10491.09961,10562.29981,10368.2002,10394.79981,8389130000,10394.79981
10/11/2000,10252.7002,10269.7002,10039.29981,10145,10619670000,10145
10/12/2000,10241.09961,10241.09961,10000.90039,10026.90039,11235780000,10026.90039
10/13/2000,10043.90039,10326.7002,10042.5,10320.79981,9439480000,10320.79981
10/16/2000,10258.90039,10508,10258.90039,10493,7497650000,10493
10/17/2000,10424.90039,10445.59961,10132.59961,10132.59961,10196530000,10132.59961
10/18/2000,9848.700195,10052.29981,9848.700195,9926.799805,9227150000,9926.799805
10/19/2000,10184.59961,10317.79981,10166.79981,10231.59961,12515420000,10231.59961
10/20/2000,10370.09961,10535.79981,10336.2002,10485.2002,9810400000,10485.2002
10/23/2000,10553.79981,10553.79981,10382.40039,10473,7600030000,10473
10/24/2000,10559.59961,10599.40039,10307.59961,10352.09961,8726790000,10352.09961
10/25/2000,9470.299805,9522.900391,9412.200195,9511.799805,10954460000,9511.799805
10/26/2000,9465.400391,9507.599609,9226,9428.700195,12320980000,9428.700195
10/27/2000,9587.799805,9587.799805,9321.900391,9321.900391,9504650000,9321.900391
10/30/2000,9205.799805,9260.200195,9185.599609,9253.099609,11429940000,9253.099609
10/31/2000,9343.599609,9639.900391,9343.599609,9639.599609,11677430000,9639.599609
11/1/2000,9561.299805,9661.299805,9557.700195,9594,9746930000,9594
11/2/2000,9621.700195,9636.900391,9555,9623.299805,9579930000,9623.299805
11/3/2000,9686.200195,9758.400391,9683.200195,9720.400391,8480350000,9720.400391
11/6/2000,9786.200195,9786.200195,9648.400391,9714.200195,8640290000,9714.200195
11/7/2000,9638.799805,9680.099609,9575.400391,9576.799805,8629790000,9576.799805
11/8/2000,9667,9667,9543.099609,9552.5,8528400000,9552.5
11/9/2000,9413.599609,9493,9332.099609,9411.5,8053110000,9411.5
11/10/2000,9304,9304.400391,9199.099609,9199.099609,6845020000,9199.099609
11/13/2000,9028.299805,9170.900391,8959.299805,9115.099609,7855680000,9115.099609
11/14/2000,9269.099609,9269.099609,9196.200195,9265.299805,9650220000,9265.299805
11/15/2000,9252.200195,9252.200195,9141.5,9187.099609,8848640000,9187.099609
11/16/2000,9065.900391,9094.5,8939,8964.200195,10666080000,8964.200195
11/17/2000,8830.700195,8953,8770.200195,8953,10049300000,8953
11/20/2000,8859.299805,8944.299805,8859.299805,8935.099609,6941160000,8935.099609
11/21/2000,8986.400391,9075.799805,8906.799805,9013.900391,10282140000,9013.900391
11/22/2000,8976.799805,8976.799805,8786.099609,8844.599609,10317710000,8844.599609
11/23/2000,8844.599609,8924.700195,8807.299805,8924.700195,71920000,8924.700195
11/24/2000,8994.5,9036,8962,9024.400391,6675120000,9024.400391
11/27/2000,9174.900391,9178.299805,9116.900391,9127.400391,8933280000,9127.400391
11/28/2000,9075,9084.299805,8925.200195,8925.200195,8978230000,8925.200195
11/29/2000,8882.299805,8934.799805,8746,8821.099609,8797960000,8821.099609
11/30/2000,8694.599609,8821,8593.5,8819.900391,9989850000,8819.900391
12/1/2000,8896.799805,8974.5,8894.599609,8941.200195,9175190000,8941.200195
12/4/2000,8970,8970,8896,8944.700195,7911680000,8944.700195
12/5/2000,9029.799805,9283.299805,9007.299805,9279,11217570000,9279
12/6/2000,9305.799805,9366.400391,9222.900391,9230.599609,10381110000,9230.599609
12/7/2000,9138.099609,9186.200195,9129.799805,9166.799805,9288890000,9166.799805
12/8/2000,9344.799805,9566.400391,9328,9548.700195,16802910000,9548.700195
12/11/2000,9485,9661.5,9485,9581.900391,10268930000,9581.900391
12/12/2000,9499.700195,9512,9332.900391,9343,9864680000,9343
12/13/2000,9280.400391,9280.400391,9085.200195,9098.099609,19880400000,9098.099609
12/14/2000,9100.700195,9143.099609,9009.299805,9069.400391,11754620000,9069.400391
12/15/2000,8943,9088.200195,8886.700195,9020,11839490000,9020
12/18/2000,9122.599609,9122.599609,8963.299805,9008.599609,8292940000,9008.599609
12/19/2000,8986.599609,9088.400391,8870.5,8886.400391,10971950000,8886.400391
12/20/2000,8669.599609,8763.900391,8573.400391,8642.5,16378000000,8642.5
12/21/2000,8606.900391,8700.599609,8561.900391,8599.700195,11080430000,8599.700195
12/22/2000,8705.400391,8769.900391,8657.700195,8769.900391,7086050000,8769.900391
12/25/2000,null,null,null,null,null,null
12/26/2000,null,null,null,null,null,null
12/27/2000,8668.200195,8857.099609,8666,8857.099609,5990990000,8857.099609
12/28/2000,8817.5,8907.599609,8810.5,8876.099609,6860880000,8876.099609
12/29/2000,8878.299805,8998.299805,8861.700195,8933.700195,4909270000,8933.700195
1/1/2001,null,null,null,null,null,null
1/2/2001,8961.799805,8961.799805,8611.5,8611.5,6904230000,8611.5
1/3/2001,8582.299805,8937.799805,8487.700195,8937.799805,11632760000,8937.799805
1/4/2001,8948.299805,8965.400391,8893.900391,8905.700195,13040280000,8905.700195
1/5/2001,8838.299805,8863.099609,8690.200195,8690.200195,9347600000,8690.200195
1/8/2001,8681.599609,8683.400391,8577.200195,8671.700195,8075580000,8671.700195
1/9/2001,8610.099609,8649.700195,8560.900391,8572,8512340000,8572
1/10/2001,8474.299805,8600.799805,8474.299805,8600.799805,12423480000,8600.799805
1/11/2001,8546,8810.799805,8546,8805.400391,12616500000,8805.400391
1/12/2001,8782.099609,8802.400391,8716.099609,8716.400391,9793190000,8716.400391
1/15/2001,8716.400391,8778.5,8702,8778.5,83640000,8778.5
1/16/2001,8734.200195,8744,8694.700195,8744,8530420000,8744
1/17/2001,8880.099609,8940,8855.700195,8879.400391,10410720000,8879.400391
1/18/2001,8882.200195,8990.599609,8879.700195,8899.099609,13663190000,8899.099609
1/19/2001,9070.700195,9161.099609,8959.099609,9161.099609,10499730000,9161.099609
1/22/2001,9068.900391,9167.200195,9068.900391,9121,9286500000,9121
1/23/2001,9131.400391,9279.400391,9107.5,9268.799805,10571460000,9268.799805
1/24/2001,9301.200195,9316.299805,9277.5,9306.200195,9698100000,9306.200195
1/25/2001,9253.700195,9270.799805,9183.400391,9183.400391,9784480000,9183.400391
1/26/2001,9076.599609,9186.5,9076.5,9158.200195,10106690000,9158.200195
1/29/2001,9158.700195,9317.599609,9158.700195,9302.200195,8312330000,9302.200195
1/30/2001,9249.299805,9348.400391,9221.900391,9348.400391,11816390000,9348.400391
1/31/2001,9356.900391,9425.5,9321.900391,9321.900391,9913090000,9321.900391
2/1/2001,9276.400391,9334.200195,9245.5,9287.700195,11143360000,9287.700195
2/2/2001,9314.700195,9314.700195,9223,9224.099609,9990040000,9224.099609
2/5/2001,9228,9306.099609,9200.099609,9306.099609,8720700000,9306.099609
2/6/2001,9341.299805,9367.799805,9293.599609,9301.400391,10348480000,9301.400391
2/7/2001,9213.799805,9221.900391,9067,9137.599609,12119870000,9137.599609
2/8/2001,9169.900391,9191.299805,9080.700195,9080.700195,11510120000,9080.700195
2/9/2001,9016.900391,9021.5,8933.700195,8957.599609,10663300000,8957.599609
2/12/2001,8967,9021.5,8954.299805,8999.900391,10090690000,8999.900391
2/13/2001,9115,9133.400391,8942.099609,8942.099609,11541390000,8942.099609
2/14/2001,8883,8911.5,8814,8911.5,11553090000,8911.5
2/15/2001,9008.200195,9039,8924.5,8967.299805,11705230000,8967.299805
2/16/2001,8342.099609,8405.5,8342.099609,8393.200195,13256970000,8393.200195
2/19/2001,8393.200195,8463,8388.299805,8459.700195,120540000,8459.700195
2/20/2001,8408.900391,8408.900391,8232.099609,8236.700195,9956030000,8236.700195
2/21/2001,8178,8178,8016.799805,8060.799805,13305760000,8060.799805
2/22/2001,8000,8136.5,7913.799805,8133.299805,13379830000,8133.299805
2/23/2001,8068,8083.100098,7951.200195,8028.799805,12052650000,8028.799805
2/26/2001,8077.5,8140.799805,8026.100098,8140.799805,8358290000,8140.799805
2/27/2001,8100.5,8153.600098,8065.700195,8065.700195,8054240000,8065.700195
2/28/2001,8055.399902,8079.100098,7974.299805,8078.700195,9481450000,8078.700195
3/1/2001,8033.100098,8103.799805,8009.5,8103.799805,12216830000,8103.799805
3/2/2001,8016.700195,8123.200195,7995.899902,8006.899902,14280320000,8006.899902
3/5/2001,8052.5,8101.600098,8052.5,8099.299805,10745990000,8099.299805
3/6/2001,8176.899902,8209.599609,8167.200195,8205.599609,11825220000,8205.599609
3/7/2001,8264,8315.400391,8240.200195,8301.799805,12525960000,8301.799805
3/8/2001,8302,8309.400391,8224.099609,8227.599609,10912190000,8227.599609
3/9/2001,8167,8167,8118.5,8135.5,9613980000,8135.5
3/12/2001,7984.899902,8000,7930.299805,7930.299805,9695870000,7930.299805
3/13/2001,7877.5,7959.5,7852.399902,7959.5,9868050000,7959.5
3/14/2001,7740,7861.299805,7740,7806.899902,9492220000,7806.899902
3/15/2001,7846.899902,7846.899902,7789.899902,7823.100098,8838050000,7823.100098
3/16/2001,7783.600098,7783.600098,7683.399902,7752.200195,16508240000,7752.200195
3/19/2001,7724.399902,7911.100098,7711.600098,7911.100098,7579560000,7911.100098
3/20/2001,7906.600098,7906.600098,7756.399902,7756.5,9071950000,7756.5
3/21/2001,7755.899902,7787.799805,7645.600098,7665.5,9741270000,7665.5
3/22/2001,7583.100098,7665.700195,7459.399902,7665.700195,13143070000,7665.700195
3/23/2001,7698.200195,7698.200195,7615.600098,7639.799805,11254010000,7639.799805
3/26/2001,7682.100098,7734.399902,7666.299805,7686.600098,7579840000,7686.600098
3/27/2001,7656.299805,7777.799805,7656.299805,7751.299805,9495630000,7751.299805
3/28/2001,7570.100098,7570.100098,7477.399902,7506.5,12021060000,7506.5
3/29/2001,7486.200195,7524.299805,7438.5,7444.799805,9492240000,7444.799805
3/30/2001,7489.600098,7626.899902,7481.399902,7608,10453550000,7608
4/2/2001,7633.299805,7649.299805,7579.5,7642.700195,9135520000,7642.700195
4/3/2001,7564.899902,7564.899902,7422.700195,7444.399902,11435310000,7444.399902
4/4/2001,7449.299805,7450.700195,7382,7415.5,9910630000,7415.5
4/5/2001,7506.200195,7572.600098,7506.200195,7572.299805,10093930000,7572.299805
4/6/2001,7481.700195,7499,7444.799805,7474.799805,8415480000,7474.799805
4/9/2001,7500,7538.100098,7497.100098,7538.100098,7861800000,7538.100098
4/10/2001,7629.5,7745.799805,7629.5,7745.799805,14585200000,7745.799805
4/11/2001,7842.5,7842.5,7712.100098,7712.700195,14014210000,7712.700195
4/12/2001,7702.600098,7850.700195,7653.899902,7835.200195,10912500000,7835.200195
4/13/2001,null,null,null,null,null,null
4/16/2001,7767.200195,7799.600098,7764.700195,7790.5,6776130000,7790.5
4/17/2001,7752.5,7830.399902,7752.5,7819.100098,9578530000,7819.100098
4/18/2001,7957.299805,8137,7957.299805,8131.200195,14676030000,8131.200195
4/19/2001,8082.200195,8147.700195,8047.399902,8147.700195,12022330000,8147.700195
4/20/2001,8059.399902,8113.799805,8045.5,8099.399902,11291220000,8099.399902
4/23/2001,8004.100098,8004.100098,7929.700195,7929.799805,7436000000,7929.799805
4/24/2001,7948.899902,8006,7891.700195,7891.700195,10292610000,7891.700195
4/25/2001,7867.200195,7953.799805,7867.200195,7945.299805,11091590000,7945.299805
4/26/2001,7971.299805,7994.399902,7944.5,7960.299805,10604950000,7960.299805
4/27/2001,7983,7983,7932.100098,7967.299805,8965930000,7967.299805
4/30/2001,8026.799805,8067.399902,7918.899902,7946.600098,11865380000,7946.600098
5/1/2001,7915.600098,7949.399902,7864.5,7946.299805,11323390000,7946.299805
5/2/2001,8012.5,8026.200195,7947.899902,8018.399902,13559770000,8018.399902
5/3/2001,7937.100098,7960.200195,7914.200195,7955.5,10385700000,7955.5
5/4/2001,7876,7984.100098,7870.600098,7981.700195,8810410000,7981.700195
5/7/2001,7997.5,8039.100098,7997.5,8022.600098,8000780000,8022.600098
5/8/2001,8067.299805,8081.299805,8039.399902,8064.200195,9245980000,8064.200195
5/9/2001,8020.899902,8079.100098,8009.200195,8070.600098,11836010000,8070.600098
5/10/2001,8111.799805,8125.700195,8078.399902,8121.5,16014630000,8121.5
5/11/2001,8088.700195,8088.700195,8005.299805,8023.700195,8097460000,8023.700195
5/14/2001,8009,8010,7956.799805,8010,7194870000,8010
5/15/2001,7995.200195,8042,7995.200195,8041.700195,11087860000,8041.700195
